game_id,half,t_seconds,label,gameTime,labels_file
2015-09-26 - 17-00 Barcelona 2 - 1 Las Palmas,2,1257.0,Penalty,2 - 20:57,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2015-2016\2015-09-26 - 17-00 Barcelona 2 - 1 Las Palmas\Labels-v2.json
2015-10-04 - 21-30 Atl. Madrid 1 - 1 Real Madrid,1,1306.0,Penalty,1 - 21:46,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2015-2016\2015-10-04 - 21-30 Atl. Madrid 1 - 1 Real Madrid\Labels-v2.json
2015-11-08 - 18-00 Barcelona 3 - 0 Villarreal,2,1482.0,Penalty,2 - 24:42,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2015-2016\2015-11-08 - 18-00 Barcelona 3 - 0 Villarreal\Labels-v2.json
2015-11-29 - 18-00 Eibar 0 - 2 Real Madrid,2,2192.0,Penalty,2 - 36:32,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2015-2016\2015-11-29 - 18-00 Eibar 0 - 2 Real Madrid\Labels-v2.json
2015-12-20 - 18-00 Real Madrid 1 - 0 Rayo Vallecano,1,1763.0,Penalty,1 - 29:23,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2015-2016\2015-12-20 - 18-00 Real Madrid 1 - 0 Rayo Vallecano\Labels-v2.json
2015-12-30 - 18-00 Real Madrid 3 - 1 Real Sociedad,1,1389.0,Penalty,1 - 23:09,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2015-2016\2015-12-30 - 18-00 Real Madrid 3 - 1 Real Sociedad\Labels-v2.json
2015-12-30 - 18-00 Real Madrid 3 - 1 Real Sociedad,1,2502.0,Penalty,1 - 41:42,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2015-2016\2015-12-30 - 18-00 Real Madrid 3 - 1 Real Sociedad\Labels-v2.json
2016-01-03 - 22-30 Valencia 2 - 2 Real Madrid,1,2709.0,Penalty,1 - 45:09,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2015-2016\2016-01-03 - 22-30 Valencia 2 - 2 Real Madrid\Labels-v2.json
2016-01-31 - 22-30 Real Madrid 6 - 0 Espanyol,1,667.0,Penalty,1 - 11:07,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2015-2016\2016-01-31 - 22-30 Real Madrid 6 - 0 Espanyol\Labels-v2.json
2016-02-21 - 18-00 Malaga 1 - 1 Real Madrid,1,2120.0,Penalty,1 - 35:20,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2015-2016\2016-02-21 - 18-00 Malaga 1 - 1 Real Madrid\Labels-v2.json
2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,2016.0,Penalty,1 - 33:36,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2015-2016\2016-03-02 - 23-00 Levante 1 - 3 Real Madrid\Labels-v2.json
2016-03-20 - 22-30 Real Madrid 4 - 0 Sevilla,1,1593.0,Penalty,1 - 26:33,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2015-2016\2016-03-20 - 22-30 Real Madrid 4 - 0 Sevilla\Labels-v2.json
2016-03-20 - 22-30 Real Madrid 4 - 0 Sevilla,2,744.0,Penalty,2 - 12:24,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2015-2016\2016-03-20 - 22-30 Real Madrid 4 - 0 Sevilla\Labels-v2.json
2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga,2,1285.0,Penalty,2 - 21:25,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2014-2015\2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga\Labels-v2.json
2015-04-28 - 21-00 Barcelona 6 - 0 Getafe,1,524.0,Penalty,1 - 08:44,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2014-2015\2015-04-28 - 21-00 Barcelona 6 - 0 Getafe\Labels-v2.json
2015-05-02 - 17-00 Cordoba 0 - 8 Barcelona,2,2355.0,Penalty,2 - 39:15,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2014-2015\2015-05-02 - 17-00 Cordoba 0 - 8 Barcelona\Labels-v2.json
2015-05-02 - 21-00 Sevilla 2 - 3 Real Madrid,1,2783.0,Penalty,1 - 46:23,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2014-2015\2015-05-02 - 21-00 Sevilla 2 - 3 Real Madrid\Labels-v2.json
2015-05-09 - 21-00 Real Madrid 2 - 2 Valencia,1,2768.0,Penalty,1 - 46:08,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2014-2015\2015-05-09 - 21-00 Real Madrid 2 - 2 Valencia\Labels-v2.json
2015-05-23 - 21-30 Real Madrid 7 - 3 Getafe,1,2034.0,Penalty,1 - 33:54,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\spain_laliga\2014-2015\2015-05-23 - 21-30 Real Madrid 7 - 3 Getafe\Labels-v2.json
2016-08-20 - 19-00 AS Roma 4 - 0 Udinese,2,1145.0,Penalty,2 - 19:05,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-08-20 - 19-00 AS Roma 4 - 0 Udinese\Labels-v2.json
2016-08-20 - 19-00 AS Roma 4 - 0 Udinese,2,1795.0,Penalty,2 - 29:55,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-08-20 - 19-00 AS Roma 4 - 0 Udinese\Labels-v2.json
2016-08-28 - 21-45 Cagliari 2 - 2 AS Roma,1,335.0,Penalty,1 - 05:35,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-08-28 - 21-45 Cagliari 2 - 2 AS Roma\Labels-v2.json
2016-09-20 - 21-45 AC Milan 2 - 0 Lazio,2,1688.0,Penalty,2 - 28:08,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-09-20 - 21-45 AC Milan 2 - 0 Lazio\Labels-v2.json
2016-09-21 - 21-45 AS Roma 4 - 0 Crotone,2,870.0,Penalty,2 - 14:30,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-09-21 - 21-45 AS Roma 4 - 0 Crotone\Labels-v2.json
2016-09-25 - 13-30 Torino 3 - 1 AS Roma,2,420.0,Penalty,2 - 07:00,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-09-25 - 13-30 Torino 3 - 1 AS Roma\Labels-v2.json
2016-09-25 - 13-30 Torino 3 - 1 AS Roma,2,579.0,Penalty,2 - 09:39,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-09-25 - 13-30 Torino 3 - 1 AS Roma\Labels-v2.json
2016-09-25 - 21-45 Fiorentina 0 - 0 AC Milan,1,1366.0,Penalty,1 - 22:46,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-09-25 - 21-45 Fiorentina 0 - 0 AC Milan\Labels-v2.json
2016-10-02 - 19-00 AC Milan 4 - 3 Sassuolo,2,1420.0,Penalty,2 - 23:40,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-10-02 - 19-00 AC Milan 4 - 3 Sassuolo\Labels-v2.json
2016-10-26 - 21-45 Sassuolo 1 - 3 AS Roma,2,1827.0,Penalty,2 - 30:27,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-10-26 - 21-45 Sassuolo 1 - 3 AS Roma\Labels-v2.json
2016-11-20 - 17-00 Atalanta 2 - 1 AS Roma,1,2375.0,Penalty,1 - 39:35,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-11-20 - 17-00 Atalanta 2 - 1 AS Roma\Labels-v2.json
2016-11-20 - 17-00 Atalanta 2 - 1 AS Roma,2,2694.0,Penalty,2 - 44:54,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-11-20 - 17-00 Atalanta 2 - 1 AS Roma\Labels-v2.json
2016-11-27 - 22-45 AS Roma 3 - 2 Pescara,2,1501.0,Penalty,2 - 25:01,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-11-27 - 22-45 AS Roma 3 - 2 Pescara\Labels-v2.json
2016-12-04 - 14-30 AC Milan 2 - 1 Crotone,2,460.0,Penalty,2 - 07:40,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-12-04 - 14-30 AC Milan 2 - 1 Crotone\Labels-v2.json
2016-12-12 - 23-00 AS Roma 1 - 0 AC Milan,1,1607.0,Penalty,1 - 26:47,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-12-12 - 23-00 AS Roma 1 - 0 AC Milan\Labels-v2.json
2016-12-22 - 22-45 AS Roma 3 - 1 Chievo,2,2822.0,Penalty,2 - 47:02,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2016-12-22 - 22-45 AS Roma 3 - 1 Chievo\Labels-v2.json
2017-01-15 - 17-00 Napoli 3 - 1 Pescara,2,2922.0,Penalty,2 - 48:42,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2017-01-15 - 17-00 Napoli 3 - 1 Pescara\Labels-v2.json
2017-01-15 - 17-00 Udinese 0 - 1 AS Roma,1,1048.0,Penalty,1 - 17:28,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2017-01-15 - 17-00 Udinese 0 - 1 AS Roma\Labels-v2.json
2017-02-04 - 22-45 Bologna 1 - 7 Napoli,1,1504.0,Penalty,1 - 25:04,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2017-02-04 - 22-45 Bologna 1 - 7 Napoli\Labels-v2.json
2017-02-12 - 14-30 Crotone 0 - 2 AS Roma,1,1003.0,Penalty,1 - 16:43,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2017-02-12 - 14-30 Crotone 0 - 2 AS Roma\Labels-v2.json
2017-02-26 - 22-45 Inter 1 - 3 AS Roma,2,2396.0,Penalty,2 - 39:56,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2017-02-26 - 22-45 Inter 1 - 3 AS Roma\Labels-v2.json
2017-03-12 - 17-00 Napoli 3 - 0 Crotone,1,1853.0,Penalty,1 - 30:53,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2017-03-12 - 17-00 Napoli 3 - 0 Crotone\Labels-v2.json
2017-03-12 - 17-00 Napoli 3 - 0 Crotone,2,1207.0,Penalty,2 - 20:07,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2017-03-12 - 17-00 Napoli 3 - 0 Crotone\Labels-v2.json
2017-03-19 - 14-30 Empoli 2 - 3 Napoli,1,398.0,Penalty,1 - 06:38,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2017-03-19 - 14-30 Empoli 2 - 3 Napoli\Labels-v2.json
2017-03-19 - 14-30 Empoli 2 - 3 Napoli,1,2248.0,Penalty,1 - 37:28,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2017-03-19 - 14-30 Empoli 2 - 3 Napoli\Labels-v2.json
2017-03-19 - 14-30 Empoli 2 - 3 Napoli,2,2199.0,Penalty,2 - 36:39,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2017-03-19 - 14-30 Empoli 2 - 3 Napoli\Labels-v2.json
2017-04-30 - 13-30 AS Roma 1 - 3 Lazio,1,2693.0,Penalty,1 - 44:53,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2017-04-30 - 13-30 AS Roma 1 - 3 Lazio\Labels-v2.json
2017-05-07 - 21-45 AC Milan 1 - 4 AS Roma,2,2478.0,Penalty,2 - 41:18,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2016-2017\2017-05-07 - 21-45 AC Milan 1 - 4 AS Roma\Labels-v2.json
2015-09-20 - 16-00 Genoa 0 - 2 Juventus,2,875.0,Penalty,2 - 14:35,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2015-2016\2015-09-20 - 16-00 Genoa 0 - 2 Juventus\Labels-v2.json
2015-09-27 - 21-45 Inter 1 - 4 Fiorentina,1,202.0,Penalty,1 - 03:22,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2015-2016\2015-09-27 - 21-45 Inter 1 - 4 Fiorentina\Labels-v2.json
2015-04-11 - 21-45 Verona 0 - 3 Inter,2,1890.0,Penalty,2 - 31:30,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2014-2015\2015-04-11 - 21-45 Verona 0 - 3 Inter\Labels-v2.json
2015-04-29 - 21-45 Juventus 3 - 2 Fiorentina,1,1953.0,Penalty,1 - 32:33,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2014-2015\2015-04-29 - 21-45 Juventus 3 - 2 Fiorentina\Labels-v2.json
2015-04-29 - 21-45 Juventus 3 - 2 Fiorentina,2,1266.0,Penalty,2 - 21:06,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2014-2015\2015-04-29 - 21-45 Juventus 3 - 2 Fiorentina\Labels-v2.json
2015-05-03 - 21-45 Napoli 3 - 0 AC Milan,1,179.0,Penalty,1 - 02:59,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2014-2015\2015-05-03 - 21-45 Napoli 3 - 0 AC Milan\Labels-v2.json
2015-05-10 - 21-45 Lazio 1 - 2 Inter,2,1077.0,Penalty,2 - 17:57,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2014-2015\2015-05-10 - 21-45 Lazio 1 - 2 Inter\Labels-v2.json
2015-05-16 - 19-00 Inter 1 - 2 Juventus,1,2513.0,Penalty,1 - 41:53,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\italy_serie-a\2014-2015\2015-05-16 - 19-00 Inter 1 - 2 Juventus\Labels-v2.json
2015-08-22 - 16-30 Hoffenheim 1 - 2 Bayern Munich,2,1696.0,Penalty,2 - 28:16,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\germany_bundesliga\2015-2016\2015-08-22 - 16-30 Hoffenheim 1 - 2 Bayern Munich\Labels-v2.json
2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,870.0,Penalty,2 - 14:30,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\germany_bundesliga\2015-2016\2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen\Labels-v2.json
2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1507.0,Penalty,2 - 25:07,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\germany_bundesliga\2015-2016\2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen\Labels-v2.json
2015-09-12 - 16-30 Bayern Munich 2 - 1 FC Augsburg,2,2641.0,Penalty,2 - 44:01,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\germany_bundesliga\2015-2016\2015-09-12 - 16-30 Bayern Munich 2 - 1 FC Augsburg\Labels-v2.json
2015-09-20 - 18-30 Dortmund 3 - 0 Bayer Leverkusen,2,1691.0,Penalty,2 - 28:11,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\germany_bundesliga\2015-2016\2015-09-20 - 18-30 Dortmund 3 - 0 Bayer Leverkusen\Labels-v2.json
2015-09-26 - 16-30 1. FSV Mainz 05 0 - 3 Bayern Munich,1,1209.0,Penalty,1 - 20:09,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\germany_bundesliga\2015-2016\2015-09-26 - 16-30 1. FSV Mainz 05 0 - 3 Bayern Munich\Labels-v2.json
2015-10-04 - 18-30 Bayern Munich 5 - 1 Dortmund,1,2040.0,Penalty,1 - 34:00,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\germany_bundesliga\2015-2016\2015-10-04 - 18-30 Bayern Munich 5 - 1 Dortmund\Labels-v2.json
2015-10-24 - 16-30 Bayern Munich 4 - 0 FC Koln,2,1905.0,Penalty,2 - 31:45,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\germany_bundesliga\2015-2016\2015-10-24 - 16-30 Bayern Munich 4 - 0 FC Koln\Labels-v2.json
2015-02-21 - 17-30 Paderborn 0 - 6 Bayern Munich,2,1074.0,Penalty,2 - 17:54,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\germany_bundesliga\2014-2015\2015-02-21 - 17-30 Paderborn 0 - 6 Bayern Munich\Labels-v2.json
2015-04-25 - 16-30 Dortmund 2 - 0 Eintracht Frankfurt,1,1435.0,Penalty,1 - 23:55,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\germany_bundesliga\2014-2015\2015-04-25 - 16-30 Dortmund 2 - 0 Eintracht Frankfurt\Labels-v2.json
2015-05-09 - 16-30 Bayern Munich 0 - 1 FC Augsburg,1,871.0,Penalty,1 - 14:31,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\germany_bundesliga\2014-2015\2015-05-09 - 16-30 Bayern Munich 0 - 1 FC Augsburg\Labels-v2.json
2015-05-16 - 16-30 Wolfsburg 2 - 1 Dortmund,1,627.0,Penalty,1 - 10:27,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\germany_bundesliga\2014-2015\2015-05-16 - 16-30 Wolfsburg 2 - 1 Dortmund\Labels-v2.json
2016-08-28 - 21-45 Monaco 3 - 1 Paris SG,1,2784.0,Penalty,1 - 46:24,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\france_ligue-1\2016-2017\2016-08-28 - 21-45 Monaco 3 - 1 Paris SG\Labels-v2.json
2016-09-09 - 21-45 Paris SG 1 - 1 St Etienne,2,1262.0,Penalty,2 - 21:02,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\france_ligue-1\2016-2017\2016-09-09 - 21-45 Paris SG 1 - 1 St Etienne\Labels-v2.json
2016-09-16 - 21-45 Caen 0 - 6 Paris SG,1,1329.0,Penalty,1 - 22:09,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\france_ligue-1\2016-2017\2016-09-16 - 21-45 Caen 0 - 6 Paris SG\Labels-v2.json
2016-09-20 - 22-00 Paris SG 3 - 0 Dijon,1,1563.0,Penalty,1 - 26:03,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\france_ligue-1\2016-2017\2016-09-20 - 22-00 Paris SG 3 - 0 Dijon\Labels-v2.json
2016-09-23 - 21-45 Toulouse 2 - 0 Paris SG,2,143.0,Penalty,2 - 02:23,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\france_ligue-1\2016-2017\2016-09-23 - 21-45 Toulouse 2 - 0 Paris SG\Labels-v2.json
2016-11-19 - 19-00 Paris SG 2 - 0 Nantes,2,2659.0,Penalty,2 - 44:19,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\france_ligue-1\2016-2017\2016-11-19 - 19-00 Paris SG 2 - 0 Nantes\Labels-v2.json
2016-11-27 - 22-45 Lyon 1 - 2 Paris SG,1,1749.0,Penalty,1 - 29:09,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\france_ligue-1\2016-2017\2016-11-27 - 22-45 Lyon 1 - 2 Paris SG\Labels-v2.json
